sample_id,source,plausible,plausible_reason,topical,topical_reason,contradicts,contradiction_reason,all_pass
squad_0113,squad,1,len=41,1,hits=4/18,1,gold absent (contradicts by alternative),1
squad_0442,squad,1,len=48,1,hits=1/18,1,gold absent (contradicts by alternative),1
musique_0574,musique,1,len=41,1,hits=2/15,1,gold absent (contradicts by alternative),1
squad_0488,squad,1,len=44,0,hits=0/9,1,gold absent (contradicts by alternative),0
squad_0126,squad,1,len=49,1,hits=1/19,1,gold absent (contradicts by alternative),1
musique_0686,musique,1,len=41,1,hits=2/16,1,gold absent (contradicts by alternative),1
hotpotqa_0977,hotpotqa,1,len=49,1,hits=5/17,1,gold absent (contradicts by alternative),1
hotpotqa_0916,hotpotqa,1,len=47,1,hits=5/29,1,gold absent (contradicts by alternative),1
musique_0924,musique,1,len=49,1,hits=3/27,1,gold absent (contradicts by alternative),1
squad_0039,squad,1,len=44,1,hits=1/7,1,gold absent (contradicts by alternative),1
musique_0775,musique,1,len=52,1,hits=4/26,1,gold absent (contradicts by alternative),1
hotpotqa_0704,hotpotqa,1,len=43,1,hits=1/10,1,gold absent (contradicts by alternative),1
hotpotqa_0270,hotpotqa,1,len=54,1,hits=2/26,1,gold absent (contradicts by alternative),1
squad_0348,squad,1,len=52,0,hits=0/18,1,gold absent (contradicts by alternative),0
musique_0526,musique,1,len=46,1,hits=6/18,1,gold absent (contradicts by alternative),1
squad_0306,squad,1,len=47,0,hits=0/16,1,gold absent (contradicts by alternative),0
hotpotqa_0377,hotpotqa,1,len=40,1,hits=3/17,1,gold absent (contradicts by alternative),1
hotpotqa_0745,hotpotqa,1,len=48,1,hits=4/11,1,gold absent (contradicts by alternative),1
hotpotqa_0707,hotpotqa,1,len=48,1,hits=6/25,1,gold absent (contradicts by alternative),1
hotpotqa_0001,hotpotqa,1,len=42,1,hits=2/8,1,gold absent (contradicts by alternative),1
squad_0218,squad,1,len=53,1,hits=1/10,1,gold absent (contradicts by alternative),1
squad_0422,squad,1,len=42,1,hits=3/18,1,gold absent (contradicts by alternative),1
hotpotqa_0188,hotpotqa,1,len=45,1,hits=7/11,1,gold absent (contradicts by alternative),1
hotpotqa_0211,hotpotqa,1,len=55,1,hits=6/31,1,gold absent (contradicts by alternative),1
musique_0666,musique,1,len=43,1,hits=2/18,1,gold absent (contradicts by alternative),1
musique_0697,musique,1,len=54,1,hits=5/25,1,gold absent (contradicts by alternative),1
musique_0594,musique,1,len=49,1,hits=5/16,1,gold absent (contradicts by alternative),1
musique_0305,musique,1,len=51,1,hits=1/20,1,gold absent (contradicts by alternative),1
hotpotqa_0575,hotpotqa,1,len=47,1,hits=5/18,1,gold absent (contradicts by alternative),1
hotpotqa_0738,hotpotqa,1,len=53,1,hits=6/35,1,gold absent (contradicts by alternative),1
hotpotqa_0521,hotpotqa,1,len=56,1,hits=3/51,1,gold absent (contradicts by alternative),1
musique_0350,musique,1,len=48,1,hits=5/17,1,gold absent (contradicts by alternative),1
musique_0800,musique,1,len=43,1,hits=1/14,1,gold absent (contradicts by alternative),1
musique_0058,musique,1,len=44,1,hits=2/25,1,gold absent (contradicts by alternative),1
musique_0527,musique,1,len=51,1,hits=3/7,1,gold absent (contradicts by alternative),1
hotpotqa_0545,hotpotqa,1,len=45,1,hits=4/11,1,gold absent (contradicts by alternative),1
musique_0125,musique,1,len=43,1,hits=3/28,1,gold absent (contradicts by alternative),1
hotpotqa_0407,hotpotqa,1,len=39,1,hits=4/17,1,gold absent (contradicts by alternative),1
squad_0282,squad,1,len=42,0,hits=0/17,1,gold absent (contradicts by alternative),0
squad_0454,squad,1,len=41,0,hits=0/42,1,gold absent (contradicts by alternative),0
musique_0307,musique,1,len=45,1,hits=2/28,1,gold absent (contradicts by alternative),1
hotpotqa_0046,hotpotqa,1,len=43,1,hits=6/36,1,gold absent (contradicts by alternative),1
musique_0583,musique,1,len=50,1,hits=3/14,1,gold absent (contradicts by alternative),1
musique_0401,musique,1,len=48,1,hits=3/29,1,gold absent (contradicts by alternative),1
hotpotqa_0813,hotpotqa,1,len=47,1,hits=8/52,1,gold absent (contradicts by alternative),1
musique_0160,musique,1,len=35,1,hits=4/19,1,gold absent (contradicts by alternative),1
musique_0143,musique,1,len=51,1,hits=6/16,1,gold negated,1
squad_0025,squad,1,len=45,1,hits=3/32,1,gold absent (contradicts by alternative),1
squad_0053,squad,1,len=44,1,hits=6/30,1,gold absent (contradicts by alternative),1
hotpotqa_0536,hotpotqa,1,len=48,1,hits=2/36,1,gold absent (contradicts by alternative),1
musique_0167,musique,1,len=40,1,hits=4/29,1,gold absent (contradicts by alternative),1
musique_0003,musique,1,len=51,1,hits=3/16,1,gold absent (contradicts by alternative),1
musique_0263,musique,1,len=58,1,hits=4/36,1,gold absent (contradicts by alternative),1
musique_0287,musique,1,len=45,1,hits=5/30,1,gold absent (contradicts by alternative),1
musique_0696,musique,1,len=37,1,hits=3/40,1,gold absent (contradicts by alternative),1
hotpotqa_0734,hotpotqa,1,len=54,1,hits=2/35,1,gold absent (contradicts by alternative),1
hotpotqa_0459,hotpotqa,1,len=57,1,hits=6/20,1,gold absent (contradicts by alternative),1
musique_0626,musique,1,len=41,1,hits=5/24,1,gold absent (contradicts by alternative),1
musique_0780,musique,1,len=43,1,hits=6/26,1,gold absent (contradicts by alternative),1
hotpotqa_0573,hotpotqa,1,len=43,1,hits=2/10,1,gold absent (contradicts by alternative),1
squad_0130,squad,1,len=56,1,hits=2/6,1,gold absent (contradicts by alternative),1
squad_0283,squad,1,len=43,0,hits=0/17,1,gold absent (contradicts by alternative),0
squad_0315,squad,1,len=36,1,hits=5/25,1,gold negated,1
musique_0260,musique,1,len=55,1,hits=4/12,0,gold appears affirmatively,0
musique_0423,musique,1,len=48,1,hits=2/17,1,gold absent (contradicts by alternative),1
musique_0400,musique,1,len=41,1,hits=6/30,0,gold appears affirmatively,0
hotpotqa_0952,hotpotqa,1,len=44,1,hits=7/10,0,gold appears affirmatively,0
hotpotqa_0546,hotpotqa,1,len=46,1,hits=4/17,1,gold absent (contradicts by alternative),1
musique_0597,musique,1,len=49,1,hits=6/22,1,gold absent (contradicts by alternative),1
musique_0119,musique,1,len=42,1,hits=4/27,1,gold absent (contradicts by alternative),1
hotpotqa_0308,hotpotqa,1,len=43,1,hits=6/27,1,gold absent (contradicts by alternative),1
musique_0637,musique,1,len=43,1,hits=4/37,1,gold absent (contradicts by alternative),1
hotpotqa_0633,hotpotqa,1,len=38,1,hits=5/12,1,gold absent (contradicts by alternative),1
musique_0113,musique,1,len=54,1,hits=3/27,1,gold absent (contradicts by alternative),1
hotpotqa_0076,hotpotqa,1,len=53,1,hits=3/20,1,gold absent (contradicts by alternative),1
squad_0253,squad,1,len=56,1,hits=2/27,1,gold absent (contradicts by alternative),1
hotpotqa_0456,hotpotqa,1,len=49,1,hits=6/15,1,gold absent (contradicts by alternative),1
squad_0329,squad,1,len=53,0,hits=0/16,1,gold absent (contradicts by alternative),0
musique_0966,musique,1,len=50,1,hits=2/29,1,gold absent (contradicts by alternative),1
musique_0216,musique,1,len=53,1,hits=2/18,1,gold absent (contradicts by alternative),1
hotpotqa_0670,hotpotqa,1,len=39,1,hits=2/11,1,gold absent (contradicts by alternative),1
musique_0211,musique,1,len=47,1,hits=1/29,1,gold absent (contradicts by alternative),1
hotpotqa_0042,hotpotqa,1,len=56,1,hits=8/44,1,gold absent (contradicts by alternative),1
hotpotqa_0817,hotpotqa,1,len=53,1,hits=3/26,1,gold absent (contradicts by alternative),1
hotpotqa_0616,hotpotqa,1,len=41,1,hits=5/19,1,gold absent (contradicts by alternative),1
hotpotqa_0821,hotpotqa,1,len=45,1,hits=2/14,1,gold absent (contradicts by alternative),1
squad_0057,squad,1,len=45,1,hits=1/10,1,gold absent (contradicts by alternative),1
squad_0169,squad,1,len=40,1,hits=3/12,1,gold absent (contradicts by alternative),1
musique_0918,musique,1,len=42,0,hits=0/27,1,gold absent (contradicts by alternative),0
musique_0973,musique,1,len=51,1,hits=5/13,0,gold appears affirmatively,0
hotpotqa_0598,hotpotqa,1,len=48,1,hits=6/34,1,gold absent (contradicts by alternative),1
squad_0251,squad,1,len=52,1,hits=4/27,1,gold absent (contradicts by alternative),1
hotpotqa_0282,hotpotqa,1,len=39,1,hits=6/31,1,gold absent (contradicts by alternative),1
hotpotqa_0665,hotpotqa,1,len=58,1,hits=4/11,1,gold absent (contradicts by alternative),1
musique_0983,musique,1,len=51,1,hits=2/23,1,gold absent (contradicts by alternative),1
musique_0677,musique,1,len=54,1,hits=2/12,1,gold absent (contradicts by alternative),1
musique_0258,musique,1,len=48,1,hits=6/15,1,gold absent (contradicts by alternative),1
hotpotqa_0990,hotpotqa,1,len=42,1,hits=4/17,1,gold absent (contradicts by alternative),1
squad_0430,squad,1,len=48,1,hits=4/17,1,gold absent (contradicts by alternative),1
squad_0086,squad,1,len=45,1,hits=2/34,1,gold absent (contradicts by alternative),1
hotpotqa_0369,hotpotqa,1,len=46,1,hits=8/15,1,gold absent (contradicts by alternative),1
hotpotqa_0906,hotpotqa,1,len=47,1,hits=4/14,1,gold absent (contradicts by alternative),1
hotpotqa_0133,hotpotqa,1,len=68,1,hits=10/19,1,gold absent (contradicts by alternative),1
hotpotqa_0565,hotpotqa,1,len=57,1,hits=8/20,1,gold absent (contradicts by alternative),1
hotpotqa_0699,hotpotqa,1,len=48,1,hits=3/18,1,gold absent (contradicts by alternative),1
hotpotqa_0869,hotpotqa,1,len=52,1,hits=6/24,1,gold absent (contradicts by alternative),1
squad_0307,squad,1,len=44,1,hits=1/16,1,gold absent (contradicts by alternative),1
musique_0991,musique,1,len=62,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0114,hotpotqa,1,len=48,1,hits=5/8,1,gold absent (contradicts by alternative),1
squad_0429,squad,1,len=43,0,hits=0/17,1,gold absent (contradicts by alternative),0
musique_0959,musique,1,len=47,1,hits=3/19,1,gold absent (contradicts by alternative),1
squad_0406,squad,1,len=46,1,hits=4/35,1,gold absent (contradicts by alternative),1
hotpotqa_0958,hotpotqa,1,len=56,1,hits=3/12,1,gold negated,1
musique_0079,musique,1,len=52,1,hits=5/45,1,gold absent (contradicts by alternative),1
musique_0631,musique,1,len=51,1,hits=1/97,1,gold absent (contradicts by alternative),1
musique_0797,musique,1,len=46,1,hits=5/27,1,gold absent (contradicts by alternative),1
squad_0285,squad,1,len=35,1,hits=4/18,1,gold absent (contradicts by alternative),1
hotpotqa_0621,hotpotqa,1,len=54,1,hits=4/23,1,gold absent (contradicts by alternative),1
musique_0174,musique,1,len=56,1,hits=1/51,1,gold absent (contradicts by alternative),1
musique_0774,musique,1,len=44,1,hits=3/21,1,gold absent (contradicts by alternative),1
musique_0101,musique,1,len=44,1,hits=4/24,1,gold absent (contradicts by alternative),1
hotpotqa_0217,hotpotqa,1,len=55,1,hits=8/34,0,gold appears affirmatively,0
hotpotqa_0329,hotpotqa,1,len=45,1,hits=6/18,1,gold absent (contradicts by alternative),1
musique_0134,musique,1,len=35,1,hits=5/36,1,gold absent (contradicts by alternative),1
musique_0499,musique,1,len=44,1,hits=4/14,1,gold absent (contradicts by alternative),1
musique_0840,musique,1,len=42,1,hits=4/28,1,gold absent (contradicts by alternative),1
musique_0294,musique,1,len=40,1,hits=1/35,1,gold absent (contradicts by alternative),1
hotpotqa_0966,hotpotqa,1,len=46,1,hits=2/22,1,gold absent (contradicts by alternative),1
musique_0144,musique,1,len=46,1,hits=7/13,1,gold absent (contradicts by alternative),1
musique_0817,musique,1,len=47,1,hits=4/19,1,gold absent (contradicts by alternative),1
hotpotqa_0327,hotpotqa,1,len=35,1,hits=2/22,1,gold absent (contradicts by alternative),1
musique_0210,musique,1,len=45,1,hits=2/18,1,gold absent (contradicts by alternative),1
hotpotqa_0428,hotpotqa,1,len=45,1,hits=4/16,1,gold absent (contradicts by alternative),1
musique_0275,musique,1,len=45,1,hits=8/14,1,gold absent (contradicts by alternative),1
musique_0169,musique,1,len=48,1,hits=3/26,1,gold absent (contradicts by alternative),1
musique_0608,musique,1,len=47,1,hits=2/26,1,gold absent (contradicts by alternative),1
musique_0568,musique,1,len=45,1,hits=4/23,1,gold absent (contradicts by alternative),1
hotpotqa_0931,hotpotqa,1,len=53,0,hits=0/19,1,gold absent (contradicts by alternative),0
musique_0854,musique,1,len=55,1,hits=3/11,1,gold absent (contradicts by alternative),1
hotpotqa_0311,hotpotqa,1,len=45,1,hits=5/23,0,gold appears affirmatively,0
squad_0231,squad,1,len=51,1,hits=1/16,1,gold absent (contradicts by alternative),1
musique_0472,musique,1,len=39,1,hits=3/24,1,gold absent (contradicts by alternative),1
musique_0939,musique,1,len=47,1,hits=1/23,1,gold absent (contradicts by alternative),1
musique_0149,musique,1,len=52,1,hits=2/26,1,gold absent (contradicts by alternative),1
hotpotqa_0062,hotpotqa,1,len=46,1,hits=3/24,1,gold absent (contradicts by alternative),1
hotpotqa_0901,hotpotqa,1,len=39,1,hits=3/14,1,gold absent (contradicts by alternative),1
squad_0364,squad,1,len=49,0,hits=0/12,1,gold absent (contradicts by alternative),0
musique_0551,musique,1,len=49,1,hits=5/32,1,gold absent (contradicts by alternative),1
hotpotqa_0227,hotpotqa,1,len=40,1,hits=1/11,1,gold absent (contradicts by alternative),1
musique_0389,musique,1,len=46,1,hits=4/19,1,gold absent (contradicts by alternative),1
hotpotqa_0648,hotpotqa,1,len=44,1,hits=7/26,1,gold absent (contradicts by alternative),1
hotpotqa_0716,hotpotqa,1,len=52,1,hits=5/16,1,gold absent (contradicts by alternative),1
squad_0078,squad,1,len=40,1,hits=1/8,1,gold absent (contradicts by alternative),1
hotpotqa_0537,hotpotqa,1,len=45,1,hits=6/29,1,gold absent (contradicts by alternative),1
musique_0217,musique,1,len=33,1,hits=3/17,1,gold absent (contradicts by alternative),1
musique_0037,musique,1,len=60,1,hits=2/22,1,gold absent (contradicts by alternative),1
musique_0491,musique,1,len=56,1,hits=2/28,1,gold absent (contradicts by alternative),1
musique_0468,musique,1,len=51,1,hits=4/33,1,gold absent (contradicts by alternative),1
hotpotqa_0204,hotpotqa,1,len=42,1,hits=6/28,1,gold absent (contradicts by alternative),1
musique_0996,musique,1,len=47,1,hits=1/15,1,gold absent (contradicts by alternative),1
musique_0285,musique,1,len=44,1,hits=4/28,1,gold absent (contradicts by alternative),1
hotpotqa_0436,hotpotqa,1,len=54,1,hits=4/15,0,gold appears affirmatively,0
squad_0482,squad,1,len=65,1,hits=9/23,1,gold absent (contradicts by alternative),1
squad_0439,squad,1,len=49,0,hits=0/19,1,gold absent (contradicts by alternative),0
squad_0410,squad,1,len=57,1,hits=6/36,1,gold absent (contradicts by alternative),1
squad_0189,squad,1,len=40,1,hits=3/18,1,gold absent (contradicts by alternative),1
hotpotqa_0410,hotpotqa,1,len=53,1,hits=5/9,1,gold absent (contradicts by alternative),1
squad_0276,squad,1,len=47,1,hits=1/17,1,gold absent (contradicts by alternative),1
squad_0194,squad,1,len=50,1,hits=3/13,1,gold absent (contradicts by alternative),1
squad_0420,squad,1,len=45,1,hits=1/36,1,gold absent (contradicts by alternative),1
musique_0193,musique,1,len=52,1,hits=6/22,1,gold absent (contradicts by alternative),1
hotpotqa_0649,hotpotqa,1,len=50,1,hits=6/36,1,gold absent (contradicts by alternative),1
hotpotqa_0644,hotpotqa,1,len=46,1,hits=5/20,1,gold absent (contradicts by alternative),1
hotpotqa_0605,hotpotqa,1,len=55,1,hits=7/18,1,gold absent (contradicts by alternative),1
musique_0692,musique,1,len=43,1,hits=1/17,1,gold absent (contradicts by alternative),1
musique_0406,musique,1,len=52,1,hits=3/21,1,gold absent (contradicts by alternative),1
musique_0059,musique,1,len=50,1,hits=4/27,1,gold absent (contradicts by alternative),1
hotpotqa_0514,hotpotqa,1,len=50,1,hits=5/12,1,gold absent (contradicts by alternative),1
musique_0365,musique,1,len=57,1,hits=7/20,1,gold absent (contradicts by alternative),1
hotpotqa_0838,hotpotqa,1,len=47,1,hits=6/22,1,gold absent (contradicts by alternative),1
hotpotqa_0105,hotpotqa,1,len=50,1,hits=1/18,1,gold absent (contradicts by alternative),1
hotpotqa_0829,hotpotqa,1,len=59,1,hits=7/33,1,gold absent (contradicts by alternative),1
musique_0870,musique,1,len=38,1,hits=2/21,1,gold absent (contradicts by alternative),1
squad_0229,squad,1,len=40,1,hits=1/16,1,gold absent (contradicts by alternative),1
musique_0164,musique,1,len=37,1,hits=5/19,1,gold absent (contradicts by alternative),1
musique_0553,musique,1,len=61,1,hits=2/46,1,gold absent (contradicts by alternative),1
hotpotqa_0850,hotpotqa,1,len=42,1,hits=4/30,0,gold appears affirmatively,0
musique_0744,musique,1,len=48,1,hits=4/30,1,gold absent (contradicts by alternative),1
hotpotqa_0881,hotpotqa,1,len=45,1,hits=3/29,1,gold absent (contradicts by alternative),1
squad_0214,squad,1,len=48,1,hits=2/9,1,gold absent (contradicts by alternative),1
squad_0485,squad,1,len=41,1,hits=1/22,1,gold absent (contradicts by alternative),1
musique_0050,musique,1,len=52,1,hits=3/35,1,gold absent (contradicts by alternative),1
squad_0075,squad,1,len=41,1,hits=4/26,1,gold absent (contradicts by alternative),1
squad_0046,squad,1,len=43,1,hits=4/23,1,gold absent (contradicts by alternative),1
squad_0317,squad,1,len=42,1,hits=4/25,1,gold absent (contradicts by alternative),1
musique_0052,musique,1,len=46,1,hits=3/18,1,gold absent (contradicts by alternative),1
hotpotqa_0523,hotpotqa,1,len=49,1,hits=4/21,1,gold absent (contradicts by alternative),1
hotpotqa_0746,hotpotqa,1,len=49,1,hits=6/24,1,gold absent (contradicts by alternative),1
squad_0234,squad,1,len=52,1,hits=2/14,1,gold absent (contradicts by alternative),1
hotpotqa_0980,hotpotqa,1,len=52,1,hits=11/20,1,gold absent (contradicts by alternative),1
squad_0490,squad,1,len=38,1,hits=1/9,1,gold absent (contradicts by alternative),1
squad_0344,squad,1,len=49,1,hits=2/20,1,gold absent (contradicts by alternative),1
musique_0719,musique,1,len=36,1,hits=4/8,0,gold appears affirmatively,0
hotpotqa_0084,hotpotqa,1,len=39,1,hits=2/14,1,gold absent (contradicts by alternative),1
hotpotqa_0497,hotpotqa,1,len=45,1,hits=2/13,1,gold absent (contradicts by alternative),1
hotpotqa_0288,hotpotqa,1,len=40,1,hits=4/20,1,gold absent (contradicts by alternative),1
musique_0793,musique,1,len=42,1,hits=3/34,1,gold absent (contradicts by alternative),1
musique_0053,musique,1,len=44,1,hits=2/31,1,gold absent (contradicts by alternative),1
hotpotqa_0921,hotpotqa,1,len=43,1,hits=5/76,1,gold absent (contradicts by alternative),1
musique_0777,musique,1,len=36,1,hits=4/17,1,gold absent (contradicts by alternative),1
musique_0322,musique,1,len=55,1,hits=2/22,1,gold absent (contradicts by alternative),1
musique_0187,musique,1,len=44,1,hits=4/22,1,gold absent (contradicts by alternative),1
hotpotqa_0439,hotpotqa,1,len=46,1,hits=4/28,1,gold absent (contradicts by alternative),1
squad_0497,squad,1,len=53,1,hits=2/8,1,gold absent (contradicts by alternative),1
musique_0822,musique,1,len=42,1,hits=1/18,1,gold absent (contradicts by alternative),1
hotpotqa_0694,hotpotqa,1,len=54,1,hits=10/21,1,gold absent (contradicts by alternative),1
squad_0417,squad,1,len=45,1,hits=3/36,1,gold absent (contradicts by alternative),1
hotpotqa_0242,hotpotqa,1,len=50,1,hits=3/13,1,gold negated,1
musique_0540,musique,1,len=47,1,hits=2/17,1,gold absent (contradicts by alternative),1
squad_0219,squad,1,len=34,1,hits=1/18,1,gold absent (contradicts by alternative),1
musique_0591,musique,1,len=47,1,hits=3/34,1,gold absent (contradicts by alternative),1
hotpotqa_0512,hotpotqa,1,len=56,1,hits=7/15,1,gold absent (contradicts by alternative),1
hotpotqa_0352,hotpotqa,1,len=41,1,hits=2/11,0,gold appears affirmatively,0
hotpotqa_0946,hotpotqa,1,len=40,1,hits=4/20,1,gold absent (contradicts by alternative),1
musique_0970,musique,1,len=55,1,hits=2/17,1,gold absent (contradicts by alternative),1
musique_0871,musique,1,len=47,0,hits=0/22,1,gold absent (contradicts by alternative),0
hotpotqa_0811,hotpotqa,1,len=56,1,hits=3/25,1,gold absent (contradicts by alternative),1
squad_0256,squad,1,len=52,1,hits=5/10,1,gold absent (contradicts by alternative),1
hotpotqa_0112,hotpotqa,1,len=47,1,hits=6/25,1,gold absent (contradicts by alternative),1
hotpotqa_0134,hotpotqa,1,len=43,1,hits=5/16,1,gold absent (contradicts by alternative),1
hotpotqa_0398,hotpotqa,1,len=49,1,hits=4/19,1,gold absent (contradicts by alternative),1
hotpotqa_0986,hotpotqa,1,len=50,1,hits=4/28,1,gold absent (contradicts by alternative),1
musique_0978,musique,1,len=59,0,hits=0/27,1,gold absent (contradicts by alternative),0
musique_0855,musique,1,len=44,1,hits=2/37,1,gold absent (contradicts by alternative),1
musique_0115,musique,1,len=52,1,hits=4/13,1,gold absent (contradicts by alternative),1
hotpotqa_0513,hotpotqa,1,len=51,0,hits=0/19,1,gold absent (contradicts by alternative),0
musique_0981,musique,1,len=50,1,hits=4/27,1,gold absent (contradicts by alternative),1
musique_0998,musique,1,len=37,1,hits=4/19,1,gold negated,1
musique_0252,musique,1,len=46,1,hits=3/25,1,gold negated,1
musique_0521,musique,1,len=49,1,hits=3/12,1,gold negated,1
squad_0074,squad,1,len=42,1,hits=2/25,1,gold absent (contradicts by alternative),1
musique_0779,musique,1,len=43,1,hits=5/27,1,gold absent (contradicts by alternative),1
squad_0355,squad,1,len=37,1,hits=2/34,1,gold absent (contradicts by alternative),1
hotpotqa_0698,hotpotqa,1,len=46,1,hits=3/15,1,gold absent (contradicts by alternative),1
musique_0145,musique,1,len=53,1,hits=8/13,1,gold absent (contradicts by alternative),1
musique_0846,musique,1,len=47,1,hits=1/10,1,gold absent (contradicts by alternative),1
squad_0190,squad,1,len=45,1,hits=1/12,1,gold absent (contradicts by alternative),1
musique_0445,musique,1,len=43,1,hits=5/57,1,gold absent (contradicts by alternative),1
musique_0835,musique,1,len=44,1,hits=2/29,1,gold absent (contradicts by alternative),1
squad_0366,squad,1,len=54,0,hits=0/13,1,gold absent (contradicts by alternative),0
musique_0890,musique,1,len=59,1,hits=3/17,1,gold absent (contradicts by alternative),1
musique_0481,musique,1,len=57,1,hits=3/15,1,gold absent (contradicts by alternative),1
musique_0507,musique,1,len=54,1,hits=5/15,1,gold absent (contradicts by alternative),1
musique_0202,musique,1,len=35,1,hits=6/52,1,gold absent (contradicts by alternative),1
musique_0328,musique,1,len=51,1,hits=4/22,1,gold absent (contradicts by alternative),1
squad_0060,squad,1,len=52,1,hits=2/15,1,gold absent (contradicts by alternative),1
squad_0295,squad,1,len=50,1,hits=3/23,1,gold absent (contradicts by alternative),1
musique_0906,musique,1,len=52,0,hits=0/26,1,gold absent (contradicts by alternative),0
squad_0445,squad,1,len=43,1,hits=1/18,1,gold absent (contradicts by alternative),1
musique_0326,musique,1,len=46,1,hits=3/17,1,gold absent (contradicts by alternative),1
hotpotqa_0940,hotpotqa,1,len=48,1,hits=2/20,1,gold absent (contradicts by alternative),1
squad_0495,squad,1,len=42,0,hits=0/8,1,gold absent (contradicts by alternative),0
hotpotqa_0041,hotpotqa,1,len=52,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0291,hotpotqa,1,len=43,1,hits=4/19,1,gold absent (contradicts by alternative),1
musique_0900,musique,1,len=64,1,hits=9/34,1,gold absent (contradicts by alternative),1
hotpotqa_0113,hotpotqa,1,len=50,1,hits=4/24,1,gold absent (contradicts by alternative),1
musique_0993,musique,1,len=48,1,hits=4/9,1,gold absent (contradicts by alternative),1
hotpotqa_0726,hotpotqa,1,len=61,1,hits=6/35,1,gold negated,1
hotpotqa_0891,hotpotqa,1,len=45,1,hits=6/31,1,gold absent (contradicts by alternative),1
musique_0334,musique,1,len=56,1,hits=4/24,1,gold absent (contradicts by alternative),1
musique_0273,musique,1,len=50,1,hits=3/10,1,gold absent (contradicts by alternative),1
hotpotqa_0968,hotpotqa,1,len=45,1,hits=4/10,0,gold appears affirmatively,0
squad_0166,squad,1,len=47,1,hits=4/12,1,gold absent (contradicts by alternative),1
hotpotqa_0765,hotpotqa,1,len=36,1,hits=5/24,1,gold absent (contradicts by alternative),1
squad_0434,squad,1,len=50,1,hits=1/19,1,gold absent (contradicts by alternative),1
musique_0586,musique,1,len=45,1,hits=4/11,1,gold absent (contradicts by alternative),1
hotpotqa_0165,hotpotqa,1,len=45,1,hits=2/19,0,gold appears affirmatively,0
squad_0210,squad,1,len=52,1,hits=2/9,1,gold absent (contradicts by alternative),1
musique_0131,musique,1,len=39,1,hits=3/20,1,gold absent (contradicts by alternative),1
hotpotqa_0944,hotpotqa,1,len=50,1,hits=7/27,1,gold absent (contradicts by alternative),1
hotpotqa_0449,hotpotqa,1,len=47,1,hits=3/16,1,gold absent (contradicts by alternative),1
hotpotqa_0111,hotpotqa,1,len=42,1,hits=4/15,1,gold absent (contradicts by alternative),1
musique_0912,musique,1,len=48,1,hits=2/27,1,gold absent (contradicts by alternative),1
squad_0121,squad,1,len=40,1,hits=3/6,1,gold absent (contradicts by alternative),1
hotpotqa_0549,hotpotqa,1,len=51,1,hits=5/28,1,gold absent (contradicts by alternative),1
hotpotqa_0186,hotpotqa,1,len=52,1,hits=4/12,0,gold appears affirmatively,0
squad_0088,squad,1,len=47,1,hits=1/15,1,gold absent (contradicts by alternative),1
hotpotqa_0438,hotpotqa,1,len=42,1,hits=4/13,1,gold absent (contradicts by alternative),1
squad_0105,squad,1,len=48,1,hits=3/28,1,gold absent (contradicts by alternative),1
musique_0238,musique,1,len=57,1,hits=2/25,1,gold absent (contradicts by alternative),1
hotpotqa_0383,hotpotqa,1,len=40,1,hits=7/26,1,gold absent (contradicts by alternative),1
musique_0765,musique,1,len=44,1,hits=2/27,1,gold absent (contradicts by alternative),1
hotpotqa_0481,hotpotqa,1,len=45,1,hits=6/18,1,gold absent (contradicts by alternative),1
hotpotqa_0231,hotpotqa,1,len=41,1,hits=4/18,1,gold absent (contradicts by alternative),1
squad_0403,squad,1,len=53,1,hits=5/34,1,gold absent (contradicts by alternative),1
hotpotqa_0672,hotpotqa,1,len=43,1,hits=3/20,1,gold absent (contradicts by alternative),1
squad_0336,squad,1,len=46,0,hits=0/15,1,gold absent (contradicts by alternative),0
hotpotqa_0159,hotpotqa,1,len=50,1,hits=3/20,1,gold absent (contradicts by alternative),1
hotpotqa_0007,hotpotqa,1,len=49,0,hits=0/22,1,gold absent (contradicts by alternative),0
musique_0536,musique,1,len=40,1,hits=4/12,1,gold absent (contradicts by alternative),1
musique_0014,musique,1,len=47,1,hits=2/18,1,gold absent (contradicts by alternative),1
musique_0372,musique,1,len=45,1,hits=3/16,1,gold absent (contradicts by alternative),1
squad_0459,squad,1,len=74,1,hits=7/44,1,gold absent (contradicts by alternative),1
musique_0478,musique,1,len=49,1,hits=1/29,1,gold absent (contradicts by alternative),1
hotpotqa_0920,hotpotqa,1,len=44,1,hits=2/18,1,gold absent (contradicts by alternative),1
musique_0720,musique,1,len=39,1,hits=4/30,1,gold absent (contradicts by alternative),1
hotpotqa_0541,hotpotqa,1,len=52,1,hits=8/12,1,gold absent (contradicts by alternative),1
musique_0032,musique,1,len=39,1,hits=4/10,1,gold negated,1
musique_0176,musique,1,len=46,1,hits=3/11,0,gold appears affirmatively,0
hotpotqa_0503,hotpotqa,1,len=41,1,hits=6/26,1,gold absent (contradicts by alternative),1
musique_0662,musique,1,len=44,1,hits=2/17,1,gold absent (contradicts by alternative),1
hotpotqa_0103,hotpotqa,1,len=65,1,hits=8/28,1,gold absent (contradicts by alternative),1
musique_0992,musique,1,len=45,1,hits=5/12,1,gold absent (contradicts by alternative),1
